,count,mean,std,min,25%,50%,75%,max
0,2296.0,0.008665087483151568,0.027142877350776747,0.0,0.0,0.0,0.004624652575,0.81835276
1,2296.0,0.019302874642037022,0.04463208703106798,0.0,0.0,0.0,0.01709656,0.4513123
2,2296.0,0.022248949082511325,0.03634181069598897,0.0,0.00029292673,0.0095516045,0.0275797955,0.4772002
3,2296.0,0.0001468814645034843,0.001964892859846117,0.0,0.0,0.0,0.0,0.05157862
4,2296.0,0.003042121830958188,0.021158916577213104,0.0,0.0,0.0,0.0,0.44387984
5,2296.0,0.0003926628261340592,0.0029261057993844922,0.0,0.0,0.0,0.0,0.08339784
6,2296.0,0.014102984832026568,0.03656984084170888,0.0,0.0,0.0,0.009198416000000001,0.4138486
7,2296.0,0.01116072636688763,0.02378313221661837,0.0,0.0,0.0,0.012630242875,0.2881148
8,2296.0,0.010007340709665287,0.02176620826320201,0.0,0.0,0.0,0.0103201425,0.2453479
9,2296.0,0.002831107891245645,0.00786749693343812,0.0,0.0,0.0,0.0006963658800000001,0.14097187
10,2296.0,0.004978920460372823,0.01720236241842619,0.0,0.0,0.0,0.002920626525,0.5194291
11,2296.0,0.024180602155547036,0.05509945184209846,0.0,0.0,0.00200893365,0.02134545075,0.60217416
12,2296.0,0.0002074038748013937,0.0018530347068400834,0.0,0.0,0.0,0.0,0.04420539
13,2296.0,0.11925478602747941,0.09133527143423463,0.0,0.052668035,0.09858745,0.16756228750000002,0.842745
14,2296.0,0.34083577982007834,0.19066751701908757,0.0043798364,0.20062045,0.31265042,0.4552025025,1.2900041
15,2296.0,0.07561988249255835,0.10474188480602352,0.0,0.0232287575,0.04816764,0.0883795725,1.2334524
16,2296.0,0.04061916043049782,0.03897491901370676,0.0,0.01115196575,0.030553801499999998,0.060173581999999996,0.48984036
17,2296.0,0.0023164298861964284,0.011623534002565926,0.0,0.0,0.0,0.0,0.21913774
18,2296.0,0.00054013066425392,0.0039027613071519036,0.0,0.0,0.0,0.0,0.10108106
19,2296.0,0.007676894935183144,0.020570718460186686,0.0,0.0,0.0,0.0055042063500000005,0.23407014
20,2296.0,0.0008396492630997386,0.00489556905813313,0.0,0.0,0.0,0.0,0.116504885
21,2296.0,0.05277613330270166,0.06806575510086177,0.0,0.0048937344,0.028712829500000002,0.07501128,0.61033547
22,2296.0,0.01404837549646703,0.030368368447282305,0.0,0.0,0.0037287847,0.0173673695,0.3990803
23,2296.0,0.0008678309864860627,0.006658091408642527,0.0,0.0,0.0,0.0,0.19184545
24,2296.0,0.0001640310174168118,0.0023072840396852635,0.0,0.0,0.0,0.0,0.09061678
